Generation,Best_Height,Mean_Height
0,1.8687128583343469,0.2453254602277101
1,1.8687128583343469,0.21112831647984484
2,3.1860441589842097,0.46546531850733197
3,3.4432876435909074,0.5046337147359051
4,3.4432876435909074,0.4154249030025737
5,3.6866024110157802,0.9203686051960155
6,3.6866024110157802,0.626884147475146
7,3.6866024110157802,0.9912448861925667
8,3.6866024110157802,1.0058618170516462
9,3.6866024110157802,0.7989781474316999
10,5.795676576241445,1.157838027611215
11,5.795676576241445,1.376705422891829
12,5.795676576241445,1.1212158323318642
13,8.480125489949142,0.7932722414462228
14,8.480125489949142,0.5472319370142337
15,8.480125489949142,0.9658156970584368
16,8.480125489949142,0.8881334664547467
17,8.480125489949142,0.983825103929043
18,8.480125489949142,1.647903638446485
19,8.480125489949142,1.5101623630933907
20,8.480125489949142,0.8181860110472021
21,8.480125489949142,0.875492577865988
22,8.480125489949142,1.1526131212812836
23,8.480125489949142,1.391365896822196
24,8.480125489949142,1.8039018425455589
25,8.480125489949142,0.5186380205172784
26,8.480125489949142,0.47128263951488825
27,8.480125489949142,1.1935383250538103
28,8.480125489949142,1.101941242299278
29,8.480125489949142,1.083800443726177
30,8.480125489949142,1.595269263974515
31,8.480125489949142,0.9364647382561856
32,8.480125489949142,1.4497327737897057
33,8.480125489949142,0.6645860201249625
34,26.31967050807526,2.1907364400401867
35,26.31967050807526,2.8032535621442727
36,26.31967050807526,1.8547668901339023
37,26.31967050807526,1.9390232542089116
38,26.31967050807526,1.4722055916356616
39,26.31967050807526,2.2636196217637314
40,26.31967050807526,2.0748199565031094
41,26.31967050807526,1.918646494937899
42,26.31967050807526,2.3612102066420286
43,26.31967050807526,1.9472954042475454
44,26.31967050807526,1.805741218269694
45,26.31967050807526,1.4734003061016314
46,26.31967050807526,2.3942802763324997
47,26.31967050807526,2.2521353740325933
48,26.31967050807526,2.292843971380464
49,26.31967050807526,1.6698463566791175
50,26.31967050807526,1.8216083617730678
51,26.31967050807526,2.4573994597075193
52,26.31967050807526,1.614832860756406
53,26.31967050807526,1.3762298729011744
54,26.31967050807526,1.8975463260416578
55,26.31967050807526,1.6319118682109597
56,26.31967050807526,2.142454074014479
57,26.31967050807526,1.9668877072638657
58,26.31967050807526,1.7563649669674124
59,26.31967050807526,1.510245411592766
60,26.31967050807526,2.677983301289455
61,26.31967050807526,1.3375914968187683
62,26.31967050807526,3.992642427152549
63,26.31967050807526,1.8436962591674644
64,26.31967050807526,2.937340691985263
65,26.31967050807526,1.8754742206939123
66,26.31967050807526,1.9857291293937682
67,26.31967050807526,1.549337105778918
68,26.31967050807526,1.6374941932913738
69,26.31967050807526,2.2189617787849607
70,26.31967050807526,2.57853831498696
71,26.31967050807526,3.8523352632867813
72,26.31967050807526,1.4813689479742405
73,26.31967050807526,1.3819248035893668
74,26.31967050807526,1.8724075217743525
75,26.31967050807526,1.5308599988661296
76,26.31967050807526,2.4488838140769253
77,26.31967050807526,2.3762090835076988
78,26.31967050807526,1.8270485943469155
79,26.31967050807526,2.653258105828844
80,26.31967050807526,2.7626302032684933
81,26.31967050807526,2.6057432257850555
82,26.31967050807526,2.9941078873412637
83,26.31967050807526,1.4967829000374782
84,26.31967050807526,1.6082644012080085
85,26.31967050807526,2.1338936848662513
86,26.31967050807526,2.5929780495723582
87,26.31967050807526,1.4404138089929441
88,26.31967050807526,1.5535952337268681
89,26.31967050807526,1.70743554121815
90,26.31967050807526,1.796545298056587
91,26.31967050807526,2.131498465450798
92,26.31967050807526,3.0356385207371024
93,26.31967050807526,3.368004840924987
94,26.31967050807526,2.70720908529095
95,26.31967050807526,1.6511454658880367
96,26.697657034329797,3.1640154142289427
97,26.697657034329797,3.037503052394193
98,26.697657034329797,1.5763547459828815
99,26.697657034329797,1.8544482242412044
100,26.697657034329797,1.7243486875347689
101,26.697657034329797,2.3387580087362636
102,26.697657034329797,2.2904985791260164
103,26.697657034329797,1.8917809041441622
104,27.704817057145064,2.8962357389635813
105,27.704817057145064,2.7633895636326202
106,27.704817057145064,1.7384838309875696
107,27.704817057145064,1.9228096246209905
108,27.704817057145064,3.0628617861478755
109,27.704817057145064,2.119579187381001
110,27.704817057145064,2.8722034802549814
111,27.704817057145064,1.6303533291667214
112,27.704817057145064,1.607358542062394
113,27.704817057145064,1.9067847853760582
114,27.704817057145064,1.7964576916701454
115,27.704817057145064,1.7916773559926207
116,27.704817057145064,1.4416938047985552
117,27.704817057145064,2.177220104298913
118,27.704817057145064,1.502004690731135
119,27.704817057145064,1.6919777018425317
120,27.704817057145064,1.7870709203907118
121,27.704817057145064,2.6597544079206856
122,27.704817057145064,2.1118233463447904
123,27.704817057145064,2.822612462178026
124,27.704817057145064,1.9061816585820845
125,27.704817057145064,1.7587194981437524
126,27.704817057145064,1.8789015804154061
127,27.704817057145064,3.8176882229152924
128,27.704817057145064,1.508663018276273
129,27.704817057145064,3.216836625496984
130,27.704817057145064,3.0942641831799755
131,27.704817057145064,2.1156373282159486
132,27.704817057145064,2.3047195047705946
133,27.704817057145064,1.9613544945770527
134,27.704817057145064,1.9503881872001538
135,27.704817057145064,1.6976404098042828
136,27.704817057145064,1.5225378895638326
137,27.704817057145064,2.334930079889921
138,27.704817057145064,2.615915046105383
139,27.704817057145064,1.7843541822569335
140,27.704817057145064,1.9054447419820117
141,27.704817057145064,1.442740887309384
142,27.704817057145064,1.4993383214403875
143,27.704817057145064,1.80459474454748
144,27.704817057145064,1.4768147731508492
145,27.704817057145064,4.322697274871457
146,27.704817057145064,1.7459426764868606
147,27.704817057145064,2.6913413424944475
148,27.704817057145064,1.9009557982785128
149,27.704817057145064,1.5279631983954558
150,27.704817057145064,1.5239994511346153
151,27.704817057145064,1.4395138913483545
152,27.704817057145064,2.2806657902430674
153,27.704817057145064,1.9733671133940227
154,27.704817057145064,2.929615991126635
155,27.704817057145064,2.103321840311694
156,27.704817057145064,2.1212673586019877
157,27.704817057145064,1.5567411702228622
158,27.704817057145064,1.719487977813334
159,27.704817057145064,1.8141045566236909
160,27.704817057145064,3.81045871272947
161,27.704817057145064,1.94152191680313
162,27.704817057145064,2.124577083135096
163,27.704817057145064,2.4931563399986425
164,27.704817057145064,1.508183719959034
165,27.704817057145064,2.563329858441015
166,27.704817057145064,1.436990219233169
167,27.704817057145064,1.6229545024207475
168,27.704817057145064,2.013295435594987
169,27.704817057145064,1.8591656015291342
170,27.704817057145064,1.7646421350492187
171,27.704817057145064,2.034742050276763
172,27.704817057145064,2.1614087250040313
173,27.704817057145064,1.8127475622848617
174,27.704817057145064,3.470802419853635
175,27.704817057145064,2.7669170888403234
176,27.704817057145064,1.8113639067218905
177,27.704817057145064,1.5075588232767354
178,27.704817057145064,1.5484931091339342
179,27.704817057145064,2.576048471659392
180,27.704817057145064,2.2527410898060407
181,27.704817057145064,2.587748754955849
182,27.704817057145064,1.8309405401880305
183,27.704817057145064,3.44921325977631
184,27.704817057145064,2.188349701302146
185,27.704817057145064,3.1597775484169923
186,27.704817057145064,2.2575901518528547
187,27.704817057145064,1.6366079586543134
188,27.704817057145064,1.5290765215446336
189,27.704817057145064,3.7399845505224496
190,27.704817057145064,2.278083308045363
191,27.704817057145064,1.5301323829662725
192,27.704817057145064,3.3346713234295295
193,27.704817057145064,2.0946949703144004
194,27.704817057145064,1.6378652765886397
195,27.704817057145064,1.882071929685008
196,27.704817057145064,2.180815114204485
197,27.704817057145064,1.6483400784984013
198,27.704817057145064,1.63537909019268
199,27.704817057145064,1.4375032729167003
200,27.704817057145064,2.3038347619486914
201,27.704817057145064,2.2658930455579136
202,27.704817057145064,1.698949602908121
203,27.704817057145064,1.8211972958894034
204,27.704817057145064,2.1403409127522868
205,27.704817057145064,2.0440575666429064
206,27.704817057145064,2.201934342350217
207,27.704817057145064,1.9004804155734145
208,27.704817057145064,2.0959220710002997
209,27.704817057145064,1.8866286669606929
